"period","model","threshold","false_positive_weight","outcome_prevalence","action","true_positive_definition","false_positive_definition","TP","FP","FN","TN","net_benefit","net_benefit_all","net_benefit_none","standardized_net_benefit","race_ethnicity_group"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.55,1.22222222222222,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",8297,2856,1643,1764,0.330105311355311,0.294871794871795,0,0.483534540576794,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.56,1.27272727272727,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",8131,2714,1809,1906,0.32121003996004,0.278846153846154,0,0.470504847265411,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.57,1.32558139534884,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",7944,2585,1996,2035,0.310259072323026,0.262075134168157,0,0.454463993261897,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.58,1.38095238095238,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",7764,2456,2176,2164,0.300300889586604,0.244505494505494,0,0.439877359394462,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.59,1.4390243902439,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",7567,2309,2373,2311,0.291503618332887,0.226078799249531,0,0.4269912155862,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.6,1.5,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",7349,2185,2591,2435,0.279635989010989,0.206730769230769,0,0.409607645875251,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.61,1.56410256410256,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",7150,2026,2790,2594,0.273429134967596,0.186390532544379,0,0.400515916008874,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.62,1.63157894736842,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",6978,1889,2962,2731,0.267578802776171,0.16497975708502,0,0.39194641533411,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.63,1.7027027027027,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",6808,1766,3132,2854,0.261059548559549,0.142411642411643,0,0.382397085213987,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.64,1.77777777777778,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",6566,1651,3374,2969,0.249374236874237,0.118589743589744,0,0.365280572322826,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.65,1.85714285714286,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",6345,1541,3595,3079,0.239226844583987,0.0934065934065934,0,0.350416786432883,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.66,1.94117647058824,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",6098,1424,3842,3196,0.228967356173239,0.0667420814479638,0,0.335388803408687,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.67,2.03030303030303,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",5870,1316,4070,3304,0.219651182151182,0.0384615384615384,0,0.321742576672154,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.68,2.125,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",5642,1210,4298,3410,0.210903159340659,0.00841346153846179,0,0.308928571428571,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.69,2.2258064516129,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",5409,1115,4531,3505,0.201045728465083,-0.0235732009925556,0,0.294489517751671,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.7,2.33333333333333,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",5188,1029,4752,3591,0.191414835164835,-0.0576923076923075,0,0.280382293762576,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.71,2.44827586206897,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",4945,953,4995,3667,0.179381394467601,-0.0941644562334216,0,0.262755845417332,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.72,2.57142857142857,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",4702,880,5238,3740,0.167523547880691,-0.133241758241758,0,0.245386605346364,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.73,2.7037037037037,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",4486,817,5454,3803,0.15639245014245,-0.175213675213675,0,0.229081898800209,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.74,2.84615384615385,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",4249,741,5691,3879,0.146978021978022,-0.220414201183432,0,0.215291750503018,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.75,3,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",4061,687,5879,3933,0.137362637362637,-0.269230769230769,0,0.201207243460765,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.76,3.16666666666667,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",3882,635,6058,3985,0.128514194139194,-0.322115384615385,0,0.188246143527834,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.77,3.34782608695652,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",3664,589,6276,4031,0.116217749641663,-0.379598662207358,0,0.170234450179337,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.78,3.54545454545455,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",3484,551,6456,4069,0.105113636363636,-0.442307692307692,0,0.153969270166453,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.79,3.76190476190476,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",3275,510,6665,4110,0.0931613029827315,-0.510989010989011,0,0.136461626904283,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.8,4,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",3082,465,6858,4155,0.0839285714285714,-0.586538461538462,0,0.122937625754527,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.81,4.26315789473684,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",2879,433,7061,4187,0.0709514170040486,-0.67004048582996,0,0.103928836174944,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.82,4.55555555555556,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",2680,410,7260,4210,0.0557844932844933,-0.762820512820513,0,0.0817124972054549,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.83,4.88235294117647,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",2502,383,7438,4237,0.0434106334841628,-0.866515837104073,0,0.0635874067937033,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.84,5.25,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",2325,349,7615,4271,0.0338427197802197,-0.983173076923078,0,0.0495724346076457,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.85,5.66666666666667,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",2147,321,7793,4299,0.0225274725274724,-1.11538461538462,0,0.0329979879275653,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.86,6.14285714285715,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1976,301,7964,4319,0.00872252747252736,-1.26648351648352,0,0.0127766599597584,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.87,6.6923076923077,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1806,275,8134,4345,-0.00236158072696546,-1.44082840236687,0,-0.0034592168394987,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.88,7.33333333333334,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1650,246,8290,4374,-0.0105769230769232,-1.64423076923077,0,-0.0154929577464791,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.89,8.0909090909091,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1496,224,8444,4396,-0.0217282717282719,-1.88461538461539,0,-0.0318273276019757,"NH_Black"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.9,9,0.682692307692308,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1329,204,8611,4416,-0.0348214285714286,-2.17307692307692,0,-0.0510060362173039,"NH_Black"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.2,0.25,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1669,568,0,0,0.682610639248994,0.682610639248994,0,0.914919113241462,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.21,0.265822784810127,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1669,568,0,0,0.678593052404045,0.678593052404045,0,0.909534246990922,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.22,0.282051282051282,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1668,568,1,0,0.674025423243126,0.674472450511789,0,0.903412146072422,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.23,0.298701298701299,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1667,568,2,0,0.669350765461628,0.670244819998955,0,0.897146592173554,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.24,0.315789473684211,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1667,568,2,0,0.665011881514246,0.665905936051573,0,0.89133108385103,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.25,0.333333333333333,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1667,568,2,0,0.660557293994934,0.66145134853226,0,0.885360495306571,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.26,0.351351351351351,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,568,3,0,0.655535284949679,0.656876366755669,0,0.878629378329798,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.27,0.36986301369863,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,567,3,1,0.651000300059399,0.652176043012596,0,0.872551031295912,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.28,0.388888888888889,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,567,3,1,0.646177916852928,0.647345154721105,0,0.866087477531456,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.29,0.408450704225352,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,567,3,1,0.641219691865992,0.642378185069289,0,0.859441851829973,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.3,0.428571428571429,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,566,3,2,0.636311386423143,0.63726930199885,0,0.852863134468886,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.31,0.449275362318841,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,566,3,2,0.631072930231353,0.632012335361153,0,0.845841908284923,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.32,0.470588235294118,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,566,3,2,0.625680401798627,0.62660075205764,0,0.83861417544849,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.33,0.492537313432836,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,565,3,3,0.620347079977849,0.621027628954023,0,0.831465798628189,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.34,0.515151515151515,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,565,3,3,0.614635401850422,0.615285623332114,0,0.823810301940919,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.35,0.538461538461538,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,565,3,3,0.608747979780613,0.609366940614147,0,0.815919251509425,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.36,0.5625,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,564,3,4,0.602928028609745,0.603263299061243,0,0.808118633912522,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.37,0.587301587301587,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,563,3,5,0.596937508426109,0.596965891109834,0,0.800089398651412,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.38,0.612903225806452,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1666,559,3,9,0.591590119255339,0.590465340966444,0,0.792922167030673,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.39,0.639344262295082,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1665,559,4,9,0.584535787830599,0.583751658031468,0,0.783467080513511,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.4,0.666666666666667,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1664,557,5,11,0.577857249292207,0.576814185665325,0,0.774515678050729,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.41,0.694915254237288,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1662,555,7,13,0.57055075274846,0.569641544744399,0,0.764722608686822,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.42,0.724137931034483,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1662,555,7,13,0.563300602716076,0.562221571377923,0,0.755005061878887,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.43,0.754385964912281,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1661,554,8,14,0.555686265283235,0.554541248068764,0,0.744799386122586,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.44,0.785714285714286,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1659,552,10,16,0.547736126189412,0.546586627498563,0,0.734143627492938,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.45,0.818181818181818,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1656,547,13,21,0.540212134758402,0.538342747998537,0,0.724059044610273,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.46,0.851851851851852,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1655,544,14,24,0.532674382026193,0.529793539628139,0,0.713956017131572,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.47,0.886792452830189,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1652,538,17,30,0.525214868295645,0.520921719621123,0,0.703957855229094,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.48,0.923076923076923,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1648,535,21,33,0.515938241463498,0.511708675767683,0,0.691524173848919,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.49,0.96078431372549,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1646,534,23,34,0.506455599673933,0.502134336076854,0,0.678814365770275,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.5,1,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1639,532,30,36,0.494859186410371,0.492177022798391,0,0.663271420011983,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.51,1.04081632653061,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1635,529,34,39,0.484760019340772,0.481813288569786,0,0.649735268583167,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.52,1.08333333333333,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1631,526,38,42,0.474370436596632,0.471017732081657,0,0.635809866187338,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.53,1.12765957446809,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1624,519,45,49,0.464347197519474,0.459762790211054,0,0.62237548283467,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.54,1.17391304347826,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1617,514,52,54,0.453110726710851,0.448018503041729,0,0.60731497642431,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.55,1.22222222222222,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1608,507,61,61,0.441811950528982,0.435752247553767,0,0.592170960655083,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.56,1.27272727272727,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1602,502,67,66,0.430527898565449,0.422928434998171,0,0.577046680102402,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.57,1.32558139534884,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1594,492,75,76,0.421016519216974,0.40950816604464,0,0.564298354396867,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.58,1.38095238095238,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1579,487,90,81,0.405219575536965,0.395448836664751,0,0.543125338811378,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.59,1.4390243902439,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1567,467,102,101,0.400078502349619,0.380703686339501,0,0.536234637361353,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.6,1.5,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1554,459,115,109,0.386902101028163,0.365221278497988,0,0.518573996405033,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.61,1.56410256410256,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1539,451,130,117,0.372637346262737,0.348944901023578,0,0.499454609700266,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.62,1.63157894736842,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1514,432,155,136,0.361715643601628,0.331811872103146,0,0.484815994449876,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.63,1.7027027027027,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1490,411,179,157,0.353236114970581,0.313752733511339,0,0.473450682557932,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.64,1.77777777777778,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1472,394,197,174,0.344906372622063,0.294690309442209,0,0.462286132747487,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.65,1.85714285714286,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1448,371,221,197,0.339293696915512,0.274538603997701,0,0.454763331336129,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.66,1.94117647058824,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1413,355,256,213,0.323595151068921,0.25320150411528,0,0.433722200683749,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.67,2.03030303030303,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1379,336,290,232,0.31149672857317,0.230571246664228,0,0.417506400130726,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.68,2.125,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1345,310,324,258,0.30677246312025,0.206526598122486,0,0.411174355901738,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.69,2.2258064516129,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1305,294,364,274,0.29084170908619,0.180930681932888,0,0.389821991147877,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.7,2.33333333333333,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1254,271,415,297,0.277901952019073,0.153628371330651,0,0.372478530057919,"NH_Multiracial"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.71,2.44827586206897,0.746088511399195,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",1210,246,459,322,0.271669261480123,0.124443142755846,0,0.364124708167187,"NH_Multiracial"
