"period","model","threshold","false_positive_weight","outcome_prevalence","action","true_positive_definition","false_positive_definition","TP","FP","FN","TN","net_benefit","net_benefit_all","net_benefit_none","standardized_net_benefit","race_ethnicity_group"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.67,2.03030303030303,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",350,78,72,49,0.349064414638185,0.299000938345201,0,0.454114605773373,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.68,2.125,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",341,70,81,57,0.350182149362477,0.277094717668488,0,0.455568720379147,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.69,2.2258064516129,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",334,64,88,63,0.348904165932194,0.253775192431988,0,0.453906130561076,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.7,2.33333333333333,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",328,60,94,67,0.342440801457195,0.228901032179721,0,0.445497630331754,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.71,2.44827586206897,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",320,56,102,71,0.333144902958357,0.202311412599711,0,0.433404151005066,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.72,2.57142857142857,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",311,54,111,73,0.313557116835805,0.173822534478272,0,0.407921462423832,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.73,2.7037037037037,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",301,50,121,77,0.302030628077987,0.143223369088579,0,0.392926101456907,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.74,2.84615384615385,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",287,48,135,79,0.273924618186913,0.110270421745832,0,0.356361647830842,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.75,3,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",275,46,147,81,0.249544626593807,0.0746812386156649,0,0.324644549763033,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.76,3.16666666666667,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",268,39,154,88,0.263205828779599,0.0361262902246509,0,0.342417061611374,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.77,3.34782608695652,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",257,37,165,90,0.242496238219688,-0.00578126237427734,0,0.315474963939831,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.78,3.54545454545455,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",250,36,172,91,0.222884583540321,-0.051498592482199,0,0.289961223610513,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.79,3.76190476190476,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",236,33,186,94,0.203747072599532,-0.101569954028971,0,0.265064319566689,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.8,4,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",222,30,200,97,0.185792349726776,-0.156648451730419,0,0.241706161137441,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.81,4.26315789473684,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",210,29,212,98,0.157319528329019,-0.21752468603202,0,0.204664504864056,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.82,4.55555555555556,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",198,29,224,98,0.120016191054442,-0.285164946367132,0,0.156134807793575,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.83,4.88235294117647,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",183,27,239,100,0.0932176149148183,-0.360762884388728,0,0.121271257318093,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.84,5.25,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",174,27,248,100,0.0587431693989069,-0.445810564663024,0,0.0764218009478671,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.85,5.66666666666667,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",165,26,257,101,0.0321797207043107,-0.542197935640559,0,0.0418641390205369,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.86,6.14285714285715,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",151,23,271,104,0.017694509497788,-0.652354931043457,0,0.0230196343940417,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.87,6.6923076923077,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",136,19,286,108,0.0161132128345241,-0.779459156508338,0,0.0209624498724022,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.88,7.33333333333334,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",118,19,304,108,-0.0388585306618096,-0.9277474195507,0,-0.0505529225908376,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.89,8.0909090909091,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",107,19,315,108,-0.0851134293757247,-1.1029971849644,0,-0.110728134424817,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.9,9,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",95,18,327,109,-0.122040072859745,-1.31329690346084,0,-0.158767772511848,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.2,0.25,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.710837887067395,0.710837887067395,0,0.924763033175355,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.21,0.265822784810127,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.707177607156856,0.707177607156856,0,0.920001199832023,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.22,0.282051282051282,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.703423473915277,0.703423473915277,0,0.915117268197837,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.23,0.298701298701299,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.699571830719372,0.699571830719372,0,0.910106481196529,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.24,0.315789473684211,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.695618828491995,0.695618828491995,0,0.904963831379396,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.25,0.333333333333333,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.691560412871888,0.691560412871888,0,0.899684044233807,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.26,0.351351351351351,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.68739231034313,0.68739231034313,0,0.894261560138337,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.27,0.36986301369863,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.683110013224543,0.683110013224543,0,0.888690514834772,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.28,0.388888888888889,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.678708763408217,0.678708763408217,0,0.882964718272775,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.29,0.408450704225352,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.674183534723826,0.674183534723826,0,0.877077631666778,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.3,0.428571428571429,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,127,0,0,0.669529013791309,0.669529013791309,0,0.871022342586324,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.31,0.449275362318841,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,126,0,1,0.665557931416805,0.664739579208574,0,0.865856171440346,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.32,0.470588235294118,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,126,0,1,0.660666452373299,0.659809278902818,0,0.859492612210761,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.33,0.492537313432836,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,125,0,2,0.656526112606367,0.654731805453606,0,0.854106246021079,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.34,0.515151515151515,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,125,0,2,0.651377159573881,0.6495004691726,0,0.847407726554646,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.35,0.538461538461538,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,125,0,2,0.646069777217318,0.644108168698333,0,0.840503098796938,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.36,0.5625,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",422,125,0,2,0.640596539162113,0.638547358834244,0,0.833382701421801,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.37,0.587301587301587,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",421,125,1,2,0.633128053893081,0.632810015323677,0,0.823666591439103,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.38,0.612903225806452,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",421,125,1,2,0.627298901228039,0.626887596215994,0,0.816083167711359,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.39,0.639344262295082,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",421,123,1,4,0.623607751799098,0.62077099943265,0,0.811281174733898,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.4,0.666666666666667,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",421,123,1,4,0.617486338797814,0.61445051608986,0,0.803317535545024,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.41,0.694915254237288,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",421,123,1,4,0.611157420271063,0.607915779074434,0,0.79508394248534,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.42,0.724137931034483,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,123,2,4,0.602788769549651,0.601155706299856,0,0.784196764177153,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.43,0.754385964912281,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,122,2,5,0.597385996868309,0.594158437989327,0,0.777168038579862,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.44,0.785714285714286,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,122,2,5,0.590424147801197,0.586911267239136,0,0.768111035883548,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.45,0.818181818181818,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,120,2,7,0.586189766517635,0.57940056300712,0,0.762602326583369,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.46,0.851851851851852,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,120,2,7,0.578830196316535,0.571611684544289,0,0.753027909426014,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.47,0.886792452830189,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",420,120,2,7,0.571192906485205,0.563528886139465,0,0.743092193508003,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.48,0.923076923076923,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",419,118,3,9,0.56480313857363,0.555135210872916,0,0.734779438570908,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.49,0.96078431372549,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",418,118,4,9,0.554876959891425,0.546412371870424,0,0.721865997583868,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.5,1,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",417,118,5,9,0.544626593806922,0.537340619307833,0,0.708530805687204,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.51,1.04081632653061,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",415,117,7,10,0.53410653879038,0.527898591130441,0,0.69484476254957,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.52,1.08333333333333,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",414,116,8,11,0.525197328476017,0.518063145112325,0,0.683254344391785,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.53,1.12765957446809,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",414,115,8,12,0.517885517187924,0.507809169476418,0,0.67374205909045,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.54,1.17391304347826,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",412,115,10,12,0.504553734061931,0.497109368812861,0,0.656398104265403,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.55,1.22222222222222,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",412,113,10,14,0.498886865007084,0.485934021453147,0,0.649025803054239,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.56,1.27272727272727,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",411,112,11,15,0.488988243086604,0.4742507037589,0,0.636148211977596,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.57,1.32558139534884,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",407,111,15,16,0.47333418053967,0.46202397593934,0,0.615783092692604,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.58,1.38095238095238,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",407,107,15,20,0.472200537774308,0.449215022985515,0,0.614308282554728,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.59,1.4390243902439,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",406,106,16,21,0.461681993869119,0.435781243058332,0,0.600624205294185,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.6,1.5,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",404,105,18,22,0.448998178506375,0.42167577413479,0,0.584123222748815,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.61,1.56410256410256,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",399,100,23,27,0.441875671383868,0.406846947830554,0,0.57485721229797,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.62,1.63157894736842,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",396,98,26,29,0.430064231617295,0.39123765698399,0,0.559491144923921,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.63,1.7027027027027,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",393,95,29,32,0.421208093339241,0.37478462068626,0,0.547969770718586,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.64,1.77777777777778,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",390,92,32,35,0.412467111920664,0.357417526816434,0,0.536598209583992,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.65,1.85714285714286,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",382,89,40,38,0.394743689825657,0.339058027582618,0,0.51354096140826,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.66,1.94117647058824,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,87,44,40,0.380906460945034,0.319618557805636,0,0.495539448006691,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.67,2.03030303030303,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",367,87,55,40,0.346746150024838,0.299000938345201,0,0.451098664368806,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.68,2.125,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",353,79,69,48,0.337204007285975,0.277094717668488,0,0.438684834123223,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.69,2.2258064516129,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",345,72,77,55,0.336506257711969,0.253775192431988,0,0.437777098303012,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.7,2.33333333333333,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",334,66,88,61,0.327868852459016,0.228901032179721,0,0.42654028436019,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.71,2.44827586206897,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",330,62,92,65,0.324602725959425,0.202311412599711,0,0.422291224056218,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.72,2.57142857142857,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",320,59,102,68,0.306531355711684,0.173822534478272,0,0.398781313473257,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.73,2.7037037037037,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",311,54,111,73,0.300546448087432,0.143223369088579,0,0.390995260663507,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.74,2.84615384615385,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",300,51,122,76,0.282051282051282,0.110270421745832,0,0.366934013853445,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.75,3,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",291,49,131,78,0.262295081967213,0.0746812386156649,0,0.341232227488152,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.76,3.16666666666667,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",277,46,145,81,0.239222829386764,0.0361262902246509,0,0.311216429699842,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.77,3.34782608695652,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",267,40,155,87,0.242417042844698,-0.00578126237427734,0,0.315371934885638,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.78,3.54545454545455,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",257,37,165,90,0.229177016062262,-0.051498592482199,0,0.298147350280052,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.79,3.76190476190476,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",247,35,175,92,0.210078931390407,-0.101569954028971,0,0.273301737756714,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.8,4,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",236,32,186,95,0.19672131147541,-0.156648451730419,0,0.255924170616114,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.81,4.26315789473684,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",220,30,202,97,0.167769149650081,-0.21752468603202,0,0.218258917435769,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.82,4.55555555555556,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",212,29,210,98,0.145517101801255,-0.285164946367132,0,0.189310163243812,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.83,4.88235294117647,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",198,28,224,99,0.111646844530162,-0.360762884388728,0,0.14524672428213,"NH_AIAN"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.84,5.25,0.768670309653916,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",183,27,239,100,0.0751366120218577,-0.445810564663024,0,0.0977488151658765,"NH_AIAN"
