"model","dataset","n","vbac_events","failed_tolac","observed_rate","observed_rate_lower","observed_rate_upper","mean_predicted","auc","auc_lower","auc_upper","brier","brier_lower","brier_upper","calibration_intercept","calibration_intercept_lower","calibration_intercept_upper","calibration_slope","calibration_slope_lower","calibration_slope_upper","observed_expected","observed_expected_lower","observed_expected_upper"
"information_restricted_comparator","development_2016_2021",499360,378150,121210,0.757269304710029,0.756078200165969,0.758456451060252,0.757269304709948,0.59166240296849,0.589837366729329,0.59348743920765,0.180288409644027,0.179681343020827,0.180895476267227,0.000000000000184035624024275,-0.00653341455167513,0.0065334145520432,0.999999999999922,0.979746785616882,1.02025321438296,1.00000000000011,0.996815256109673,1.00319240196047
"information_restricted_comparator","intermediate_validation_2022_2023",179310,135219,44091,0.754107411745023,0.752108854032217,0.756095081919528,0.751936661569232,0.588785089839658,0.585741528468661,0.591828651210656,0.181989224273689,0.18099009245737,0.182988356090007,0.0119139054546313,0.0010546547429188,0.0227731561663438,0.963687107734969,0.930534240560573,0.996839974909365,1.00288687902417,0.997548495341474,1.0082467488374
"race_neutral_counselling_logistic","development_2016_2021",499360,378150,121210,0.757269304710029,0.756078200165969,0.758456451060252,0.757269304706972,0.698044707775643,0.696392838576797,0.699696576974489,0.168115832308737,0.167539716940131,0.168691947677343,0.0000000000179839138539903,-0.00672769780851766,0.00672769784448549,1.00000000006829,0.988774974490509,1.01122502564607,1.00000000000404,0.996815256113591,1.00319240196441
"race_neutral_counselling_logistic","intermediate_validation_2022_2023",179310,135219,44091,0.754107411745023,0.752108854032217,0.756095081919528,0.749802469874361,0.702592194200521,0.699855791429514,0.705328596971527,0.168611468493381,0.167670269274733,0.169552667712029,0.0250793354710124,0.013877839738995,0.0362808312030297,1.00638688046081,0.988051165858865,1.02472259506276,1.00574143463596,1.00038785610584,1.0111165604534
"information_restricted_comparator","final_temporal_test_2024",94071,71038,23033,0.755153022716884,0.75239484046167,0.757890367098453,0.750243383087984,0.591476426591681,0.587275795755539,0.595677057427824,0.181253365715224,0.179886507993539,0.18262022343691,0.0269228927174694,0.0119092575328968,0.0419365279020421,0.996997476178686,0.951094878487557,1.04290007386981,1.006544062553,0.999155723111406,1.01397346375513
"race_neutral_counselling_logistic","final_temporal_test_2024",94071,71038,23033,0.755153022716884,0.75239484046167,0.757890367098453,0.746718914538573,0.706692496660045,0.702932812897023,0.710452180423067,0.167550327016934,0.166270981639972,0.168829672393896,0.049018632934334,0.0335326142806041,0.0645046515880638,1.03200238477983,1.00639492235926,1.0576098472004,1.01129489023795,1.00387167827674,1.01875935776874
